Attr_id;Chapter_id;Chapter_name;Table_id;Table_name;Description
3.0;1;General Information;1.1;Nada Offices Village Accountant Circles Hoblies Grama Panchayaths Taluks on 31-03-2016;Nada Offices
4.0;1;General Information;1.1;Nada Offices Village Accountant Circles Hoblies Grama Panchayaths Taluks on 31-03-2016;Circles
5.0;1;General Information;1.1;Nada Offices Village Accountant Circles Hoblies Grama Panchayaths Taluks on 31-03-2016;Hoblies
6.0;1;General Information;1.1;Nada Offices Village Accountant Circles Hoblies Grama Panchayaths Taluks on 31-03-2016;Grama Panchayaths
7.0;1;General Information;1.1;Nada Offices Village Accountant Circles Hoblies Grama Panchayaths Taluks on 31-03-2016;No.of Taluks
8.0;1;General Information;1.2;No.of Taluks Inhabited Un-inhabited and Total Villages Nos. per 2011 Census;Cities Towns Urban
9.0;1;General Information;1.2;No.of Taluks Inhabited Un-inhabited and Total Villages Nos. per 2011 Census;Inhabited,Villages
10.0;1;General Information;1.2;No.of Taluks Inhabited Un-inhabited and Total Villages Nos. per 2011 Census;Un-inhabited,Villages
11.0;1;General Information;1.2;No.of Taluks Inhabited Un-inhabited and Total Villages Nos. per 2011 Census;Total Villages
12.0;1;General Information;1.3;Urban Local Bodies on 31-03-2016 In Nos;Cc,Local Bodies
13.0;1;General Information;1.3;Urban Local Bodies on 31-03-2016 In Nos;Cmc,Local Bodies
14.0;1;General Information;1.3;Urban Local Bodies on 31-03-2016 In Nos;Tmc,Local Bodies
15.0;1;General Information;1.3;Urban Local Bodies on 31-03-2016 In Nos;Local Bodies
16.0;1;General Information;1.3;Urban Local Bodies on 31-03-2016 In Nos;NACs,Local Bodies
17.0;1;General Information;1.3;Urban Local Bodies on 31-03-2016 In Nos;Total,Local Bodies
18.0;1;General Information;1.4;Cinema Theatres Police Station Prisons and Prisoners on 31-03-2016 In Nos;Permanent,Cinema Theatres
19.0;1;General Information;1.4;Cinema Theatres Police Station Prisons and Prisoners on 31-03-2016 In Nos;Temporary,Cinema Theatres
20.0;1;General Information;1.4;Cinema Theatres Police Station Prisons and Prisoners on 31-03-2016 In Nos;Police Stations
21.0;1;General Information;1.4;Cinema Theatres Police Station Prisons and Prisoners on 31-03-2016 In Nos;Prisons,Prisons and Prisoners 31-03-2016
22.0;1;General Information;1.4;Cinema Theatres Police Station Prisons and Prisoners on 31-03-2016 In Nos;Male,Prisoner,Prisons and Prisoners 31-03-2016
23.0;1;General Information;1.4;Cinema Theatres Police Station Prisons and Prisoners on 31-03-2016 In Nos;Female,Prisoner,Prisons and Prisoners 31-03-2016
24.0;1;General Information;1.5;No.of Fire Stations on 31-03-2016 In Nos;Fire Brigade Stations
25.0;1;General Information;1.5;No.of Fire Stations on 31-03-2016 In Nos;Working Fire Brigade Water Tankers
26.0;1;General Information;1.5;No.of Fire Stations on 31-03-2016 In Nos;Emergencyfirecall received
27.0;1;General Information;1.5;No.of Fire Stations on 31-03-2016 In Nos;Value of the property protected
28.0;1;General Information;1.6;Ration Shops And B.p.l. Ration Card Holders on 31-03-2016 In Nos;Urban,Ration shops
29.0;1;General Information;1.6;Ration Shops And B.p.l. Ration Card Holders on 31-03-2016 In Nos;Rural,Ration shops
30.0;1;General Information;1.6;Ration Shops And B.p.l. Ration Card Holders on 31-03-2016 In Nos;Total,Ration shops
31.0;1;General Information;1.6;Ration Shops And B.p.l. Ration Card Holders on 31-03-2016 In Nos;Urban,Anthyodaya,Bpl Card Holders
32.0;1;General Information;1.6;Ration Shops And B.p.l. Ration Card Holders on 31-03-2016 In Nos;Rural,Anthyodaya,Bpl Card Holders
33.0;1;General Information;1.6;Ration Shops And B.p.l. Ration Card Holders on 31-03-2016 In Nos;Total,Anthyodaya,Bpl Card Holders
34.0;1;General Information;1.7;Bpl Priority Card Holders on 31-03-2016 In Nos;Urban,Akshaya with cylinder,Bpl Card Holders
35.0;1;General Information;1.7;Bpl Priority Card Holders on 31-03-2016 In Nos;Rural,Akshaya with cylinder,Bpl Card Holders
36.0;1;General Information;1.7;Bpl Priority Card Holders on 31-03-2016 In Nos;Total,Akshaya with cylinder,Bpl Card Holders
37.0;1;General Information;1.7;Bpl Priority Card Holders on 31-03-2016 In Nos;Urban,Akshaya without cylinder,Bpl Card Holders
38.0;1;General Information;1.7;Bpl Priority Card Holders on 31-03-2016 In Nos;Rural,Akshaya without cylinder,Bpl Card Holders
39.0;1;General Information;1.7;Bpl Priority Card Holders on 31-03-2016 In Nos;Total,Akshaya without cylinder,Bpl Card Holders
40.0;1;General Information;1.8;No.of A.p.l. Non-Priority Card Holders on 31-03-2016 In Nos;Urban,With Cylinder,Apl Card Holders
41.0;1;General Information;1.8;No.of A.p.l. Non-Priority Card Holders on 31-03-2016 In Nos;Rural,With Cylinder,Apl Card Holders
42.0;1;General Information;1.8;No.of A.p.l. Non-Priority Card Holders on 31-03-2016 In Nos;Total,With Cylinder,Apl Card Holders
43.0;1;General Information;1.8;No.of A.p.l. Non-Priority Card Holders on 31-03-2016 In Nos;Urban,Without Cylinder,Apl Card Holders
44.0;1;General Information;1.8;No.of A.p.l. Non-Priority Card Holders on 31-03-2016 In Nos;Rural,Without Cylinder,Apl Card Holders
45.0;1;General Information;1.8;No.of A.p.l. Non-Priority Card Holders on 31-03-2016 In Nos;Total,Without Cylinder,Apl Card Holders
46.0;1;General Information;1.9;Total Ration Card Holders Photo Card Holders on 31-03-2016 In Nos;Urban,Total Ration Card Holders
47.0;1;General Information;1.9;Total Ration Card Holders Photo Card Holders on 31-03-2016 In Nos;Rural,Total Ration Card Holders
48.0;1;General Information;1.9;Total Ration Card Holders Photo Card Holders on 31-03-2016 In Nos;Total,Total Ration Card Holders
49.0;1;General Information;1.9;Total Ration Card Holders Photo Card Holders on 31-03-2016 In Nos;Urban,Photo Card Holders
50.0;1;General Information;1.9;Total Ration Card Holders Photo Card Holders on 31-03-2016 In Nos;Rural,Photo Card Holders
51.0;1;General Information;1.9;Total Ration Card Holders Photo Card Holders on 31-03-2016 In Nos;Total,Photo Card Holders
52.0;1;General Information;1.10;District Income Of Karnataka;Gross District Domestic Product Gddp Rs. in Lakhs,At Current Prices 2013-14
53.0;1;General Information;1.10;District Income Of Karnataka;Net District Domestic Product Nddp Rs. in Lakhs,At Current Prices 2013-14
54.0;1;General Information;1.10;District Income Of Karnataka;Gross District Domestic Product Gddp Rs. in Lakhs,At Constant 2011-12 Prices
55.0;1;General Information;1.10;District Income Of Karnataka;Net District Domestic Product Nddp Rs. in Lakhs,At Constant 2011-12 Prices
56.0;1;General Information;1.10;District Income Of Karnataka;At Current Prices 2013-14,Per capita Nddp In Rs.
57.0;1;General Information;1.10;District Income Of Karnataka;At Constant 2011-12 Prices,Per capita Nddp In Rs.
58.0;2;AREA AND POPULATION;2.1;Population and percentage share to total Population 2011;Geographical Area Sq.Kms
59.0;2;AREA AND POPULATION;2.1;Population and percentage share to total Population 2011;Total,Population
60.0;2;AREA AND POPULATION;2.1;Population and percentage share to total Population 2011;Male,Population
61.0;2;AREA AND POPULATION;2.1;Population and percentage share to total Population 2011;Females,Population
62.0;2;AREA AND POPULATION;2.1;Population and percentage share to total Population 2011;% Share to total Population
63.0;2;AREA AND POPULATION;2.1;Population and percentage share to total Population 2011;% Rank
64.0;2;AREA AND POPULATION;2.2;Rural and Urban Population and Decadal change by residence 2011;Total,Population 2011
65.0;2;AREA AND POPULATION;2.2;Rural and Urban Population and Decadal change by residence 2011;Rural,Population 2011
66.0;2;AREA AND POPULATION;2.2;Rural and Urban Population and Decadal change by residence 2011;Urban,Population 2011
67.0;2;AREA AND POPULATION;2.2;Rural and Urban Population and Decadal change by residence 2011;Total,% Decadal Change 2001-2011
68.0;2;AREA AND POPULATION;2.2;Rural and Urban Population and Decadal change by residence 2011;Rural,% Decadal Change 2001-2011
69.0;2;AREA AND POPULATION;2.2;Rural and Urban Population and Decadal change by residence 2011;Urban,% Decadal Change 2001-2011
70.0;2;AREA AND POPULATION;2.3;Ratio No.of Females per 1000 Males 2001- 2011;Total,Sex Ratio 2001
71.0;2;AREA AND POPULATION;2.3;Ratio No.of Females per 1000 Males 2001- 2011;Rural,Sex Ratio 2001
72.0;2;AREA AND POPULATION;2.3;Ratio No.of Females per 1000 Males 2001- 2011;Urban,Sex Ratio 2001
73.0;2;AREA AND POPULATION;2.3;Ratio No.of Females per 1000 Males 2001- 2011;Total,Sex Ratio 2011
74.0;2;AREA AND POPULATION;2.3;Ratio No.of Females per 1000 Males 2001- 2011;Rural,Sex Ratio 2011
75.0;2;AREA AND POPULATION;2.3;Ratio No.of Females per 1000 Males 2001- 2011;Urban,Sex Ratio 2011
76.0;2;AREA AND POPULATION;2.4;Child Population 0-6 and proportion by residence 2011 Persons;Total,Child Population 0-6 Years 2011
77.0;2;AREA AND POPULATION;2.4;Child Population 0-6 and proportion by residence 2011 Persons;Rural,Child Population 0-6 Years 2011
78.0;2;AREA AND POPULATION;2.4;Child Population 0-6 and proportion by residence 2011 Persons;Urban,Child Population 0-6 Years 2011
79.0;2;AREA AND POPULATION;2.4;Child Population 0-6 and proportion by residence 2011 Persons;Total,2001,Proporationof Child Population
80.0;2;AREA AND POPULATION;2.4;Child Population 0-6 and proportion by residence 2011 Persons;Rural,2001,Proporationof Child Population
81.0;2;AREA AND POPULATION;2.4;Child Population 0-6 and proportion by residence 2011 Persons;Urban,2001,Proporationof Child Population
82.0;2;AREA AND POPULATION;2.4;Child Population 0-6 and proportion by residence 2011 Persons;Total,2011,Proporationof Child Population
83.0;2;AREA AND POPULATION;2.4;Child Population 0-6 and proportion by residence 2011 Persons;Rural,2011,Proporationof Child Population
84.0;2;AREA AND POPULATION;2.4;Child Population 0-6 and proportion by residence 2011 Persons;Urban,2011,Proporationof Child Population
85.0;2;AREA AND POPULATION;2.5;Child Sex Ratio 0-6 Years by residence 2001-2011;Total,Child Sex Ratio 0-6 Years 2001
86.0;2;AREA AND POPULATION;2.5;Child Sex Ratio 0-6 Years by residence 2001-2011;Rural,Child Sex Ratio 0-6 Years 2001
87.0;2;AREA AND POPULATION;2.5;Child Sex Ratio 0-6 Years by residence 2001-2011;Urban,Child Sex Ratio 0-6 Years 2001
88.0;2;AREA AND POPULATION;2.5;Child Sex Ratio 0-6 Years by residence 2001-2011;Total,Child Sex Ratio 0-6 Years 2011
89.0;2;AREA AND POPULATION;2.5;Child Sex Ratio 0-6 Years by residence 2001-2011;Rural,Child Sex Ratio 0-6 Years 2011
90.0;2;AREA AND POPULATION;2.5;Child Sex Ratio 0-6 Years by residence 2001-2011;Urban,Child Sex Ratio 0-6 Years 2011
91.0;2;AREA AND POPULATION;2.6;Scheduled Caste Population and Decadal change by residence 2011;Total,Scheduled Caste Population 2011
92.0;2;AREA AND POPULATION;2.6;Scheduled Caste Population and Decadal change by residence 2011;Rural,Scheduled Caste Population 2011
93.0;2;AREA AND POPULATION;2.6;Scheduled Caste Population and Decadal change by residence 2011;Urban,Scheduled Caste Population 2011
94.0;2;AREA AND POPULATION;2.6;Scheduled Caste Population and Decadal change by residence 2011;Total,Decadal Change 2001-2011
95.0;2;AREA AND POPULATION;2.6;Scheduled Caste Population and Decadal change by residence 2011;Rural,Decadal Change 2001-2011
96.0;2;AREA AND POPULATION;2.6;Scheduled Caste Population and Decadal change by residence 2011;Urban,Decadal Change 2001-2011
97.0;2;AREA AND POPULATION;2.7;Percentage of Scheduled Castes to total Population 2001-2011;Total,% Scheduled Castes 2001
98.0;2;AREA AND POPULATION;2.7;Percentage of Scheduled Castes to total Population 2001-2011;Rural,% Scheduled Castes 2001
99.0;2;AREA AND POPULATION;2.7;Percentage of Scheduled Castes to total Population 2001-2011;Urban,% Scheduled Castes 2001
100.0;2;AREA AND POPULATION;2.7;Percentage of Scheduled Castes to total Population 2001-2011;Total,% Scheduled Castes 2011
101.0;2;AREA AND POPULATION;2.7;Percentage of Scheduled Castes to total Population 2001-2011;Rural,% Scheduled Castes 2011
102.0;2;AREA AND POPULATION;2.7;Percentage of Scheduled Castes to total Population 2001-2011;Urban,% Scheduled Castes 2011
103.0;2;AREA AND POPULATION;2.8;Scheduled Tribe Population and Decadal change by residence 2011 Persons;Total,Scheduled Tribe Population 2011
104.0;2;AREA AND POPULATION;2.8;Scheduled Tribe Population and Decadal change by residence 2011 Persons;Rural,Scheduled Tribe Population 2011
105.0;2;AREA AND POPULATION;2.8;Scheduled Tribe Population and Decadal change by residence 2011 Persons;Urban,Scheduled Tribe Population 2011
106.0;2;AREA AND POPULATION;2.8;Scheduled Tribe Population and Decadal change by residence 2011 Persons;Total,Decadal change 2001-2011
107.0;2;AREA AND POPULATION;2.8;Scheduled Tribe Population and Decadal change by residence 2011 Persons;Rural,Decadal change 2001-2011
